team,against_team,best_val,worst_val
Leeds United,West Ham,0.7745966692414834,0.0
West Ham,Leeds United,0.6,0.010000000000000002
West Ham,Aston Villa,0.6,0.010000000000000002
Aston Villa,West Ham,0.6,0.010000000000000002
West Ham,Manchester City,0.6,0.010000000000000002
Manchester City,West Ham,0.7745966692414834,0.04000000000000001
West Ham,Manchester Utd,0.6,0.010000000000000002
Manchester Utd,West Ham,0.9486832980505138,0.0
West Ham,Burnley,0.6,0.010000000000000002
Burnley,West Ham,0.6,0.0
West Ham,Chelsea,0.6,0.010000000000000002
Chelsea,West Ham,0.6828203230275509,0.1
West Ham,Brighton,0.6,0.010000000000000002
Brighton,West Ham,0.5477225575051662,0.0
West Ham,Wolves,0.6,0.010000000000000002
Wolves,West Ham,0.4798979485566356,0.1
West Ham,Sheffield Utd,0.6,0.010000000000000002
Sheffield Utd,West Ham,0.4798979485566356,0.0
West Ham,Everton,0.6,0.010000000000000002
Everton,West Ham,0.6495067811865476,0.5748555320336759
West Ham,Tottenham,0.6,0.010000000000000002
Tottenham,West Ham,0.838528137423857,0.010000000000000002
West Ham,Leicester City,0.6,0.010000000000000002
Leicester City,West Ham,0.7345966692414834,0.0
West Ham,West Brom,0.6,0.010000000000000002
West Brom,West Ham,0.5599999999999999,0.010000000000000002
West Ham,Newcastle Utd,0.6,0.010000000000000002
Newcastle Utd,West Ham,0.6528203230275509,0.0
Newcastle Utd,Aston Villa,0.6528203230275509,0.0
Aston Villa,Newcastle Utd,0.6,0.010000000000000002
Newcastle Utd,Manchester City,0.6528203230275509,0.0
Manchester City,Newcastle Utd,0.7745966692414834,0.04000000000000001
Newcastle Utd,Manchester Utd,0.6528203230275509,0.0
Manchester Utd,Newcastle Utd,0.9486832980505138,0.0
Newcastle Utd,Burnley,0.6528203230275509,0.0
Burnley,Newcastle Utd,0.6,0.0
Newcastle Utd,Chelsea,0.6528203230275509,0.0
Chelsea,Newcastle Utd,0.6828203230275509,0.1
Newcastle Utd,Brighton,0.6528203230275509,0.0
Brighton,Newcastle Utd,0.5477225575051662,0.0
Newcastle Utd,Wolves,0.6528203230275509,0.0
Wolves,Newcastle Utd,0.4798979485566356,0.1
Newcastle Utd,Sheffield Utd,0.6528203230275509,0.0
Sheffield Utd,Newcastle Utd,0.4798979485566356,0.0
Newcastle Utd,Everton,0.6528203230275509,0.0
Everton,Newcastle Utd,0.6495067811865476,0.5748555320336759
Newcastle Utd,Tottenham,0.6528203230275509,0.0
Tottenham,Newcastle Utd,0.838528137423857,0.010000000000000002
Newcastle Utd,Leicester City,0.6528203230275509,0.0
Leicester City,Newcastle Utd,0.7345966692414834,0.0
Newcastle Utd,West Brom,0.6528203230275509,0.0
West Brom,Newcastle Utd,0.5599999999999999,0.010000000000000002
West Brom,Aston Villa,0.5599999999999999,0.010000000000000002
Aston Villa,West Brom,0.6,0.010000000000000002
West Brom,Manchester City,0.5599999999999999,0.010000000000000002
Manchester City,West Brom,0.7745966692414834,0.04000000000000001
West Brom,Manchester Utd,0.5599999999999999,0.010000000000000002
Manchester Utd,West Brom,0.9486832980505138,0.0
West Brom,Burnley,0.5599999999999999,0.010000000000000002
Burnley,West Brom,0.6,0.0
West Brom,Chelsea,0.5599999999999999,0.010000000000000002
Chelsea,West Brom,0.6828203230275509,0.1
West Brom,Brighton,0.5599999999999999,0.010000000000000002
Brighton,West Brom,0.5477225575051662,0.0
West Brom,Wolves,0.5599999999999999,0.010000000000000002
Wolves,West Brom,0.4798979485566356,0.1
West Brom,Sheffield Utd,0.5599999999999999,0.010000000000000002
Sheffield Utd,West Brom,0.4798979485566356,0.0
West Brom,Everton,0.5599999999999999,0.010000000000000002
Everton,West Brom,0.6495067811865476,0.5748555320336759
West Brom,Tottenham,0.5599999999999999,0.010000000000000002
Tottenham,West Brom,0.838528137423857,0.010000000000000002
West Brom,Leicester City,0.5599999999999999,0.010000000000000002
Leicester City,West Brom,0.7345966692414834,0.0
Leicester City,Aston Villa,0.7345966692414834,0.0
Aston Villa,Leicester City,0.6,0.010000000000000002
Leicester City,Manchester City,0.7345966692414834,0.0
Manchester City,Leicester City,0.7745966692414834,0.04000000000000001
Leicester City,Manchester Utd,0.7345966692414834,0.0
Manchester Utd,Leicester City,0.9486832980505138,0.0
Leicester City,Burnley,0.7345966692414834,0.0
Burnley,Leicester City,0.6,0.0
Leicester City,Chelsea,0.7345966692414834,0.0
Chelsea,Leicester City,0.6828203230275509,0.1
Leicester City,Brighton,0.7345966692414834,0.0
Brighton,Leicester City,0.5477225575051662,0.0
Leicester City,Wolves,0.7345966692414834,0.0
Wolves,Leicester City,0.4798979485566356,0.1
Leicester City,Sheffield Utd,0.7345966692414834,0.0
Sheffield Utd,Leicester City,0.4798979485566356,0.0
Leicester City,Everton,0.7345966692414834,0.0
Everton,Leicester City,0.6495067811865476,0.5748555320336759
Leicester City,Tottenham,0.7345966692414834,0.0
Tottenham,Leicester City,0.838528137423857,0.010000000000000002
Tottenham,Aston Villa,0.838528137423857,0.010000000000000002
Aston Villa,Tottenham,0.6,0.010000000000000002
Tottenham,Manchester City,0.838528137423857,0.010000000000000002
Manchester City,Tottenham,0.7745966692414834,0.04000000000000001
Tottenham,Manchester Utd,0.838528137423857,0.010000000000000002
Manchester Utd,Tottenham,0.9486832980505138,0.0
Tottenham,Burnley,0.838528137423857,0.010000000000000002
Burnley,Tottenham,0.6,0.0
Tottenham,Chelsea,0.838528137423857,0.010000000000000002
Chelsea,Tottenham,0.6828203230275509,0.1
Tottenham,Brighton,0.838528137423857,0.010000000000000002
Brighton,Tottenham,0.5477225575051662,0.0
Tottenham,Wolves,0.838528137423857,0.010000000000000002
Wolves,Tottenham,0.4798979485566356,0.1
Tottenham,Sheffield Utd,0.838528137423857,0.010000000000000002
Sheffield Utd,Tottenham,0.4798979485566356,0.0
Tottenham,Everton,0.838528137423857,0.010000000000000002
Everton,Tottenham,0.6495067811865476,0.5748555320336759
Everton,Aston Villa,0.6495067811865476,0.5748555320336759
Aston Villa,Everton,0.6,0.010000000000000002
Everton,Manchester City,0.6495067811865476,0.5748555320336759
Manchester City,Everton,0.7745966692414834,0.04000000000000001
Everton,Manchester Utd,0.6495067811865476,0.5748555320336759
Manchester Utd,Everton,0.9486832980505138,0.0
Everton,Burnley,0.6495067811865476,0.5748555320336759
Burnley,Everton,0.6,0.0
Everton,Chelsea,0.6495067811865476,0.5748555320336759
Chelsea,Everton,0.6828203230275509,0.1
Everton,Brighton,0.6495067811865476,0.5748555320336759
Brighton,Everton,0.5477225575051662,0.0
Everton,Wolves,0.6495067811865476,0.5748555320336759
Wolves,Everton,0.4798979485566356,0.1
Everton,Sheffield Utd,0.6495067811865476,0.5748555320336759
Sheffield Utd,Everton,0.4798979485566356,0.0
Sheffield Utd,Aston Villa,0.4798979485566356,0.0
Aston Villa,Sheffield Utd,0.6,0.010000000000000002
Sheffield Utd,Manchester City,0.4798979485566356,0.0
Manchester City,Sheffield Utd,0.7745966692414834,0.04000000000000001
Sheffield Utd,Manchester Utd,0.4798979485566356,0.0
Manchester Utd,Sheffield Utd,0.9486832980505138,0.0
Sheffield Utd,Burnley,0.4798979485566356,0.0
Burnley,Sheffield Utd,0.6,0.0
Sheffield Utd,Chelsea,0.4798979485566356,0.0
Chelsea,Sheffield Utd,0.6828203230275509,0.1
Sheffield Utd,Brighton,0.4798979485566356,0.0
Brighton,Sheffield Utd,0.5477225575051662,0.0
Sheffield Utd,Wolves,0.4798979485566356,0.0
Wolves,Sheffield Utd,0.4798979485566356,0.1
Wolves,Aston Villa,0.4798979485566356,0.1
Aston Villa,Wolves,0.6,0.010000000000000002
Wolves,Manchester City,0.4798979485566356,0.1
Manchester City,Wolves,0.7745966692414834,0.04000000000000001
Wolves,Manchester Utd,0.4798979485566356,0.1
Manchester Utd,Wolves,0.9486832980505138,0.0
Wolves,Burnley,0.4798979485566356,0.1
Burnley,Wolves,0.6,0.0
Wolves,Chelsea,0.4798979485566356,0.1
Chelsea,Wolves,0.6828203230275509,0.1
Wolves,Brighton,0.4798979485566356,0.1
Brighton,Wolves,0.5477225575051662,0.0
Brighton,Aston Villa,0.5477225575051662,0.0
Aston Villa,Brighton,0.6,0.010000000000000002
Brighton,Manchester City,0.5477225575051662,0.0
Manchester City,Brighton,0.7745966692414834,0.04000000000000001
Brighton,Manchester Utd,0.5477225575051662,0.0
Manchester Utd,Brighton,0.9486832980505138,0.0
Brighton,Burnley,0.5477225575051662,0.0
Burnley,Brighton,0.6,0.0
Brighton,Chelsea,0.5477225575051662,0.0
Chelsea,Brighton,0.6828203230275509,0.1
Chelsea,Aston Villa,0.6828203230275509,0.1
Aston Villa,Chelsea,0.6,0.010000000000000002
Chelsea,Manchester City,0.6828203230275509,0.1
Manchester City,Chelsea,0.7745966692414834,0.04000000000000001
Chelsea,Manchester Utd,0.6828203230275509,0.1
Manchester Utd,Chelsea,0.9486832980505138,0.0
Chelsea,Burnley,0.6828203230275509,0.1
Burnley,Chelsea,0.6,0.0
Burnley,Aston Villa,0.6,0.0
Aston Villa,Burnley,0.6,0.010000000000000002
Burnley,Manchester City,0.6,0.0
Manchester City,Burnley,0.7745966692414834,0.04000000000000001
Burnley,Manchester Utd,0.6,0.0
Manchester Utd,Burnley,0.9486832980505138,0.0
Manchester Utd,Aston Villa,0.9486832980505138,0.0
Aston Villa,Manchester Utd,0.6,0.010000000000000002
Manchester Utd,Manchester City,0.9486832980505138,0.0
Manchester City,Manchester Utd,0.7745966692414834,0.04000000000000001
Manchester City,Aston Villa,0.7745966692414834,0.04000000000000001
Aston Villa,Manchester City,0.6,0.010000000000000002
